pair_id,label,inliers,scan,evidence
490,T,7,0.478,scan
491,T,7,0.661,scan
492,T,7,0.687,scan
493,T,0,0.71,scan
494,T,9,0.739,scan
495,T,7,0.719,scan
496,T,7,0.659,scan
497,T,7,0.404,scan
498,T,7,0.619,scan
499,F,10,0.37,none
500,T,10,0.701,scan
501,T,12,0.646,scan
502,T,12,0.707,scan
503,T,12,0.728,scan
504,F,10,0.338,none
505,T,11,0.689,scan
506,F,8,0.381,none
507,F,7,0.122,none
508,F,9,0.184,none
509,F,0,0.142,none
510,F,0,0.035,none
511,T,0,0.665,scan
512,F,7,0.224,none
513,T,7,0.706,scan
514,F,7,0.197,none
515,F,7,0.217,none
516,F,7,0.148,none
517,F,0,0.163,none
518,F,0,0.392,none
519,T,155,0.213,img
520,F,0,0.0,none
521,T,0,0.634,scan
522,F,0,0.169,none
523,F,0,0.276,none
524,T,0,0.801,scan
525,T,0,0.704,scan
526,F,0,0.166,none
527,F,0,0.0,none
528,F,7,0.0,none
529,F,7,0.0,none
530,F,0,0.0,none
531,F,0,0.0,none
532,F,7,0.0,none
533,F,0,0.0,none
534,F,0,0.0,none
535,F,7,0.0,none
536,F,10,0.0,none
537,F,8,0.0,none
538,F,7,0.0,none
539,F,12,0.073,none
540,F,11,0.0,none
541,F,8,0.389,none
542,T,7,0.415,scan
543,F,7,0.0,none
544,T,11,0.403,scan
545,T,10,0.475,scan
546,F,9,0.0,none
547,F,7,0.273,none
548,F,10,0.0,none
549,T,0,0.862,scan
550,F,7,0.0,none
551,F,0,0.0,none
552,F,0,0.0,none
553,F,7,0.209,none
554,T,7,0.823,scan
555,T,76,0.359,img
556,F,0,0.28,none
557,F,0,0.301,none
558,F,0,0.135,none
559,F,0,0.0,none
560,T,0,0.837,scan
561,F,0,0.0,none
562,F,0,0.172,none
563,T,0,0.879,scan
564,F,0,0.158,none
565,T,0,0.828,scan
566,T,0,0.851,scan
567,T,0,0.865,scan
568,T,0,0.839,scan
569,T,0,0.868,scan
570,T,0,0.874,scan
571,F,0,0.0,none
572,F,0,0.0,none
573,T,19,0.298,img
574,T,19,0.034,img
575,F,17,0.308,none
576,T,81,0.894,img+scan
577,T,78,0.934,img+scan
578,T,65,0.224,img
579,T,51,0.909,img+scan
580,T,39,0.903,img+scan
581,T,58,0.923,img+scan
582,T,69,0.298,img
583,T,64,0.061,img
584,T,75,0.293,img
585,T,32,0.904,img+scan
586,T,45,0.884,img+scan
587,T,36,0.307,img
588,T,0,0.816,scan
589,T,0,0.87,scan
590,T,0,0.875,scan
591,T,20,0.834,img+scan
592,T,7,0.836,scan
593,F,8,0.0,none
594,T,14,0.851,scan
595,T,34,0.921,img+scan
596,T,15,0.957,scan
597,T,29,0.89,img+scan
598,T,63,0.851,img+scan
599,T,60,0.0,img
600,T,24,0.887,img+scan
601,T,44,0.0,img
602,T,62,0.0,img
603,T,7,0.82,scan
604,T,7,0.89,scan
605,F,0,0.0,none
606,T,0,0.954,scan
607,T,0,0.9,scan
608,T,19,0.925,img+scan
609,T,0,0.904,scan
610,F,0,0.0,none
611,T,0,0.967,scan
612,T,0,0.967,scan
613,T,17,0.939,scan
614,T,19,0.957,img+scan
615,F,0,0.0,none
616,T,108,0.826,img+scan
617,T,173,0.91,img+scan
618,T,13,0.438,scan
619,T,15,0.839,scan
620,T,18,0.862,img+scan
621,T,13,0.885,scan
622,T,176,0.862,img+scan
623,T,54,0.886,img+scan
624,T,27,0.901,img+scan
625,T,57,0.906,img+scan
626,T,10,0.897,scan
627,T,70,0.928,img+scan
628,F,11,0.0,none
629,F,7,0.167,none
630,F,11,0.138,none
631,T,14,0.931,scan
632,T,10,0.91,scan
633,T,8,0.887,scan
634,T,188,0.816,img+scan
635,T,7,0.908,scan
636,T,12,0.928,scan
637,T,17,0.923,scan
638,F,0,0.0,none
639,F,0,0.233,none
640,T,12,0.865,scan
641,T,8,0.979,scan
642,T,26,0.0,img
643,T,22,0.0,img
644,F,8,0.0,none
645,F,0,0.0,none
646,F,17,0.0,none
647,T,30,0.374,img
648,F,15,0.17,none
649,T,22,0.873,img+scan
650,F,15,0.0,none
651,F,13,0.0,none
652,T,31,0.906,img+scan
653,T,50,0.843,img+scan
654,T,88,0.97,img+scan
655,T,19,0.0,img
656,T,19,0.431,img+scan
657,T,70,0.46,img+scan
658,T,67,0.349,img
659,T,141,0.455,img+scan
660,T,157,0.926,img+scan
661,T,34,0.904,img+scan
662,F,7,0.0,none
663,F,7,0.0,none
664,F,11,0.259,none
665,F,17,0.341,none
666,F,0,0.0,none
667,T,203,0.0,img
668,F,0,0.0,none
669,T,21,0.0,img
670,F,13,0.0,none
671,F,11,0.0,none
672,F,12,0.0,none
673,F,7,0.0,none
674,T,24,0.0,img
675,T,19,0.0,img
676,F,11,0.19,none
677,F,12,0.156,none
678,F,10,0.192,none
679,T,10,0.808,scan
680,T,11,0.844,scan
681,F,13,0.243,none
682,F,14,0.226,none
683,T,7,0.846,scan
684,T,11,0.812,scan
685,T,9,0.437,scan
686,F,7,0.387,none
687,F,7,0.288,none
688,F,9,0.342,none
689,T,8,0.4,scan
690,T,7,0.409,scan
691,F,10,0.379,none
692,T,10,0.774,scan
693,F,12,0.385,none
694,T,10,0.516,scan
695,T,8,0.588,scan
696,T,7,0.499,scan
697,F,7,0.367,none
698,T,9,0.531,scan
699,T,10,0.636,scan
700,T,7,0.622,scan
701,T,7,0.755,scan
702,T,7,0.79,scan
703,T,7,0.79,scan
704,F,9,0.242,none
705,T,7,0.62,scan
706,T,8,0.814,scan
707,T,7,0.774,scan
708,F,7,0.0,none
709,F,0,0.0,none
710,T,0,0.796,scan
711,F,7,0.0,none
712,T,59,0.72,img+scan
713,F,0,0.157,none
714,T,0,0.689,scan
715,F,0,0.296,none
716,T,8,0.829,scan
717,T,35,0.054,img
718,F,0,0.0,none
719,F,0,0.0,none
720,F,0,0.0,none
721,F,7,0.151,none
722,T,56,0.0,img
723,T,52,0.836,img+scan
724,T,22,0.794,img+scan
725,T,132,0.724,img+scan
726,T,55,0.711,img+scan
727,T,25,0.295,img
728,T,21,0.171,img
729,T,7,0.789,scan
730,T,19,0.4,img+scan
731,T,7,0.839,scan
732,T,26,0.82,img+scan
733,F,0,0.0,none
734,F,7,0.161,none
735,T,23,0.083,img
736,T,17,0.401,scan
737,T,26,0.903,img+scan
738,T,36,0.891,img+scan
739,T,32,0.906,img+scan
740,T,24,0.0,img
741,T,35,0.109,img
742,T,35,0.928,img+scan
743,F,0,0.0,none
744,F,0,0.0,none
745,F,15,0.164,none
746,T,30,0.94,img+scan
747,T,53,0.93,img+scan
748,T,29,0.896,img+scan
749,T,43,0.928,img+scan
750,T,37,0.94,img+scan
751,T,41,0.948,img+scan
752,T,44,0.874,img+scan
753,T,60,0.968,img+scan
754,F,0,0.142,none
755,T,23,0.16,img
756,T,43,0.937,img+scan
757,T,34,0.935,img+scan
758,T,7,0.86,scan
759,T,40,0.96,img+scan
760,T,46,0.0,img
761,T,98,0.0,img
762,T,81,0.0,img
763,T,114,0.138,img
764,T,116,0.11,img
765,T,7,0.89,scan
766,T,11,0.875,scan
767,T,10,0.868,scan
768,T,11,0.872,scan
769,T,47,0.885,img+scan
770,F,9,0.143,none
771,F,13,0.122,none
772,T,23,0.227,img
773,T,28,0.231,img
774,F,10,0.219,none
775,F,14,0.243,none
776,T,15,0.823,scan
777,T,24,0.863,img+scan
778,T,26,0.858,img+scan
779,T,39,0.909,img+scan
780,T,13,0.869,scan
781,T,23,0.888,img+scan
782,T,25,0.924,img+scan
783,T,55,0.907,img+scan
784,T,73,0.792,img+scan
785,T,67,0.792,img+scan
786,T,50,0.899,img+scan
787,T,73,0.811,img+scan
788,T,55,0.835,img+scan
789,T,16,0.904,scan
790,T,0,0.861,scan
791,T,0,0.792,scan
792,T,45,0.798,img+scan
793,T,214,0.934,img+scan
794,T,107,0.907,img+scan
795,T,56,0.0,img
796,T,88,0.0,img
797,T,84,0.0,img
798,T,155,0.82,img+scan
799,T,137,0.811,img+scan
800,T,32,0.571,img+scan
801,T,109,0.94,img+scan
802,T,88,0.955,img+scan
803,T,57,0.842,img+scan
804,T,101,0.329,img
805,T,76,0.275,img
806,T,63,0.957,img+scan
807,T,83,0.252,img
808,T,0,0.816,scan
809,T,24,0.744,img+scan
810,T,7,0.893,scan
811,T,16,0.848,scan
812,T,26,0.942,img+scan
813,T,29,0.232,img
814,T,100,0.889,img+scan
815,T,0,0.808,scan
816,T,0,0.795,scan
817,T,0,0.77,scan
818,T,0,0.844,scan
819,F,0,0.0,none
820,F,0,0.0,none
821,T,221,0.0,img
822,F,0,0.0,none
823,T,0,0.861,scan
824,F,7,0.0,none
825,F,7,0.0,none
826,F,8,0.0,none
827,F,7,0.0,none
828,F,7,0.216,none
829,F,0,0.0,none
830,F,7,0.0,none
831,F,0,0.173,none
832,F,11,0.0,none
833,F,7,0.268,none
834,F,13,0.26,none
835,F,7,0.0,none
836,F,7,0.0,none
837,F,10,0.0,none
838,F,7,0.0,none
839,F,10,0.0,none
840,F,7,0.0,none
841,F,7,0.0,none
842,F,7,0.0,none
843,F,7,0.0,none
844,T,10,0.416,scan
845,T,10,0.403,scan
846,F,7,0.0,none
847,F,9,0.0,none
848,F,8,0.0,none
849,F,7,0.0,none
850,T,7,0.418,scan
851,F,10,0.164,none
852,F,7,0.0,none
853,F,8,0.0,none
854,F,0,0.0,none
855,T,7,0.469,scan
856,F,0,0.0,none
857,F,7,0.0,none
858,T,14,0.604,scan
859,F,10,0.0,none
860,F,7,0.0,none
861,F,7,0.0,none
862,F,12,0.0,none
863,F,15,0.0,none
864,F,11,0.0,none
865,F,8,0.0,none
866,F,7,0.0,none
867,T,7,0.458,scan
868,T,11,0.567,scan
869,T,12,0.541,scan
870,T,11,0.664,scan
871,F,7,0.222,none
872,F,7,0.0,none
873,F,7,0.0,none
874,F,10,0.0,none
875,F,9,0.0,none
876,F,10,0.331,none
877,F,0,0.33,none
878,F,7,0.0,none
879,F,11,0.0,none
880,F,7,0.319,none
881,F,10,0.278,none
882,F,7,0.248,none
883,F,7,0.0,none
884,F,8,0.252,none
885,T,0,0.798,scan
886,F,0,0.04,none
887,F,7,0.026,none
888,F,0,0.0,none
889,F,0,0.0,none
890,F,0,0.0,none
891,F,0,0.0,none
892,F,0,0.0,none
893,T,0,0.817,scan
894,F,0,0.0,none
895,F,0,0.0,none
896,F,0,0.0,none
897,F,0,0.0,none
898,F,0,0.0,none
899,F,0,0.0,none
900,F,0,0.0,none
901,T,8,0.86,scan
902,F,0,0.0,none
903,F,0,0.0,none
904,T,7,0.832,scan
905,F,0,0.34,none
906,F,7,0.311,none
907,F,7,0.307,none
908,T,24,0.533,img+scan
909,T,14,0.79,scan
910,T,10,0.769,scan
911,T,0,0.819,scan
912,T,11,0.685,scan
913,T,9,0.644,scan
914,T,12,0.798,scan
915,T,7,0.758,scan
916,T,15,0.691,scan
917,F,7,0.261,none
918,T,0,0.625,scan
919,T,19,0.749,img+scan
920,F,16,0.299,none
921,F,0,0.0,none
922,T,217,0.861,img+scan
923,T,0,0.829,scan
924,T,0,0.702,scan
925,F,0,0.277,none
926,T,0,0.521,scan
927,T,0,0.824,scan
928,T,7,0.843,scan
929,T,8,0.643,scan
930,T,0,0.791,scan
931,F,0,0.363,none
932,T,7,0.632,scan
933,F,0,0.313,none
934,F,0,0.156,none
935,T,10,0.84,scan
936,T,29,0.0,img
937,T,15,0.682,scan
938,T,22,0.869,img+scan
939,T,20,0.0,img
940,T,20,0.875,img+scan
941,T,18,0.0,img
942,T,0,0.843,scan
943,T,0,0.83,scan
944,T,7,0.821,scan
945,T,41,0.88,img+scan
946,T,35,0.977,img+scan
947,T,0,0.826,scan
948,T,0,0.814,scan
949,T,0,0.677,scan
950,T,0,0.826,scan
951,T,0,0.655,scan
952,T,25,0.853,img+scan
953,T,26,0.885,img+scan
954,T,37,0.957,img+scan
955,T,0,0.843,scan
956,T,0,0.852,scan
957,T,0,0.842,scan
958,T,32,0.873,img+scan
959,T,55,0.924,img+scan
960,T,53,0.967,img+scan
961,T,0,0.828,scan
962,T,0,0.819,scan
963,T,0,0.794,scan
964,T,44,0.952,img+scan
965,T,44,0.959,img+scan
966,T,0,0.817,scan
967,T,7,0.97,scan
968,T,7,0.97,scan
969,T,0,0.893,scan
970,T,0,0.741,scan
971,T,0,0.719,scan
972,T,0,0.859,scan
973,T,8,0.88,scan
974,T,0,0.776,scan
975,T,0,0.738,scan
976,T,0,0.786,scan
977,T,0,0.815,scan
978,T,0,0.869,scan
979,T,0,0.839,scan
980,T,0,0.867,scan
981,T,0,0.818,scan
982,T,27,0.951,img+scan
983,T,7,0.913,scan
984,T,7,0.66,scan
985,T,23,0.884,img+scan
986,T,20,0.892,img+scan
987,T,24,0.881,img+scan
988,T,38,0.918,img+scan
989,T,53,0.914,img+scan
990,T,25,0.903,img+scan
991,T,0,0.605,scan
992,T,0,0.84,scan
993,T,0,0.589,scan
994,T,39,0.654,img+scan
995,T,43,0.923,img+scan
996,T,48,0.898,img+scan
997,T,245,0.888,img+scan
998,T,174,0.958,img+scan
999,T,219,0.994,img+scan
1000,T,303,0.899,img+scan
1001,T,307,0.942,img+scan
1002,T,301,0.964,img+scan
1003,T,257,0.91,img+scan
1004,T,207,0.924,img+scan
1005,T,241,0.896,img+scan
1006,T,182,0.869,img+scan
1007,T,191,0.806,img+scan
1008,T,0,0.656,scan
1009,T,0,0.54,scan
1010,T,13,0.647,scan
1011,T,52,0.881,img+scan
1012,T,89,0.946,img+scan
1013,T,39,0.864,img+scan
1014,T,321,0.518,img+scan
1015,T,256,0.892,img+scan
1016,T,216,0.857,img+scan
1017,T,47,0.862,img+scan
1018,T,255,0.94,img+scan
1019,T,205,0.808,img+scan
1020,T,236,0.927,img+scan
1021,T,293,0.888,img+scan
1022,T,209,0.93,img+scan
1023,T,158,0.02,img
1024,T,296,0.858,img+scan
1025,T,145,0.951,img+scan
1026,T,84,0.864,img+scan
1027,T,101,0.574,img+scan
1028,T,69,0.965,img+scan
1029,T,62,0.812,img+scan
1030,T,7,0.768,scan
1031,T,0,0.686,scan
1032,T,0,0.469,scan
1033,T,90,0.936,img+scan
1034,T,77,0.978,img+scan
1035,T,27,0.559,img+scan
1036,T,30,0.921,img+scan
1037,T,17,0.839,scan
1038,T,93,0.825,img+scan
1039,T,31,0.543,img+scan
1040,T,21,0.927,img+scan
1041,T,29,0.825,img+scan
1042,T,28,0.812,img+scan
1043,T,66,0.988,img+scan
1044,T,22,0.959,img+scan
1045,T,31,0.963,img+scan
1046,T,31,0.93,img+scan
1047,T,21,0.981,img+scan
1048,T,28,0.981,img+scan
1049,T,34,0.984,img+scan
1050,T,40,0.987,img+scan
1051,T,54,0.985,img+scan
1052,T,26,0.885,img+scan
1053,T,0,0.633,scan
1054,T,0,0.791,scan
1055,T,0,0.773,scan
1056,T,25,0.936,img+scan
1057,T,64,0.982,img+scan
1058,T,20,0.886,img+scan
1059,T,18,0.871,img+scan
1060,T,165,0.992,img+scan
1061,T,74,0.987,img+scan
1062,T,72,0.992,img+scan
1063,T,33,0.958,img+scan
1064,T,44,0.975,img+scan
1065,T,47,0.98,img+scan
1066,T,7,0.577,scan
1067,T,15,0.975,scan
1068,T,29,0.991,img+scan
1069,T,39,0.971,img+scan
1070,T,18,0.958,img+scan
1071,T,30,0.989,img+scan
1072,T,0,0.499,scan
