pair_id,label,inliers,scan,evidence
448,T,0,0.92,scan
449,T,0,0.864,scan
450,F,0,0.374,none
451,T,0,0.917,scan
452,T,0,0.89,scan
453,T,0,0.863,scan
454,T,0,0.798,scan
455,F,0,0.25,none
456,T,0,0.946,scan
457,T,0,0.916,scan
458,T,0,0.9,scan
459,T,143,0.529,img+scan
460,T,160,0.959,img+scan
461,T,0,0.853,scan
462,T,0,0.84,scan
463,T,21,0.908,img+scan
464,T,195,0.934,img+scan
465,T,234,0.971,img+scan
466,T,119,0.912,img+scan
467,T,215,0.955,img+scan
468,T,0,0.851,scan
469,T,7,0.593,scan
470,T,126,0.821,img+scan
471,T,128,0.617,img+scan
472,T,0,0.482,scan
473,T,44,0.879,img+scan
474,T,220,0.971,img+scan
475,T,414,0.989,img+scan
476,T,160,0.129,img
477,T,338,0.977,img+scan
478,T,131,0.844,img+scan
479,T,7,0.751,scan
480,T,265,0.708,img+scan
481,T,0,0.908,scan
482,T,0,0.876,scan
483,F,0,0.381,none
484,T,7,0.908,scan
485,T,0,0.854,scan
486,T,0,0.629,scan
487,T,7,0.906,scan
488,T,7,0.907,scan
489,T,7,0.853,scan
490,F,0,0.119,none
491,T,19,0.946,img+scan
492,T,0,0.964,scan
493,T,7,0.92,scan
494,T,7,0.962,scan
495,T,0,0.443,scan
496,T,0,0.914,scan
497,T,0,0.934,scan
498,T,0,0.631,scan
499,T,0,0.947,scan
500,T,0,0.543,scan
501,T,0,0.685,scan
502,T,138,0.779,img+scan
503,T,106,0.574,img+scan
504,T,205,0.943,img+scan
505,T,156,0.95,img+scan
506,T,97,0.925,img+scan
507,T,252,0.867,img+scan
508,T,164,0.833,img+scan
509,T,122,0.598,img+scan
510,T,0,0.433,scan
511,T,234,0.925,img+scan
512,T,191,0.902,img+scan
513,T,34,0.932,img+scan
514,T,243,0.946,img+scan
515,T,7,0.47,scan
516,T,99,0.502,img+scan
517,T,0,0.845,scan
518,T,0,0.859,scan
519,T,0,0.974,scan
520,T,0,0.924,scan
521,T,7,0.984,scan
522,T,0,0.785,scan
523,T,0,0.891,scan
524,T,0,0.886,scan
525,T,0,0.783,scan
526,T,0,0.794,scan
527,T,0,0.837,scan
528,T,0,0.875,scan
529,T,0,0.872,scan
530,T,0,0.849,scan
531,T,0,0.837,scan
532,T,0,0.811,scan
533,T,31,0.729,img+scan
534,T,7,0.855,scan
535,T,85,0.873,img+scan
536,T,7,0.792,scan
537,T,0,0.79,scan
538,T,0,0.819,scan
539,T,0,0.819,scan
540,T,49,0.972,img+scan
541,T,39,0.797,img+scan
542,T,0,0.707,scan
543,T,7,0.771,scan
544,F,0,0.078,none
545,T,52,0.867,img+scan
546,F,0,0.0,none
547,F,0,0.0,none
548,T,89,0.0,img
549,F,0,0.104,none
550,F,0,0.0,none
551,T,0,0.85,scan
552,T,0,0.886,scan
553,T,0,0.728,scan
554,F,7,0.0,none
555,T,0,0.648,scan
556,F,0,0.0,none
557,F,0,0.233,none
558,F,0,0.0,none
559,F,0,0.0,none
560,F,0,0.0,none
561,F,0,0.0,none
562,F,7,0.0,none
563,T,54,0.0,img
564,F,0,0.386,none
565,T,0,0.418,scan
566,T,11,0.916,scan
567,T,12,0.904,scan
568,T,7,0.641,scan
569,T,7,0.654,scan
570,T,0,0.847,scan
571,T,0,0.885,scan
572,T,7,0.82,scan
573,T,30,0.7,img+scan
574,F,0,0.145,none
575,F,0,0.168,none
576,T,393,0.875,img+scan
577,T,447,0.787,img+scan
578,F,11,0.124,none
579,F,11,0.0,none
580,T,182,0.448,img+scan
581,T,163,0.515,img+scan
582,T,241,0.191,img
583,T,155,0.948,img+scan
584,T,159,0.128,img
585,T,14,0.603,scan
586,T,18,0.919,img+scan
587,F,14,0.238,none
588,F,0,0.089,none
589,T,754,0.0,img
590,T,642,0.887,img+scan
591,T,684,0.972,img+scan
592,T,767,0.969,img+scan
593,T,733,0.989,img+scan
594,T,355,0.801,img+scan
595,T,642,0.889,img+scan
596,T,673,0.976,img+scan
597,T,745,0.913,img+scan
598,T,718,0.985,img+scan
599,T,812,0.993,img+scan
600,T,292,0.082,img
601,F,7,0.0,none
602,T,765,0.921,img+scan
603,T,699,0.918,img+scan
604,T,736,0.984,img+scan
605,T,776,0.924,img+scan
606,T,749,0.987,img+scan
607,T,779,0.862,img+scan
608,T,760,0.88,img+scan
609,T,700,0.906,img+scan
610,T,578,0.96,img+scan
611,T,300,0.015,img
612,F,9,0.0,none
613,T,730,0.993,img+scan
614,T,715,0.992,img+scan
615,T,765,0.992,img+scan
616,T,750,0.955,img+scan
617,T,779,0.94,img+scan
618,T,803,0.0,img
619,T,802,0.988,img+scan
620,T,762,0.938,img+scan
