# timestamp tx ty tz qx qy qz qw
1305031456.227678 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031456.259614 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031456.291675 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031456.327718 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031456.359846 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031456.391619 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031456.427662 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031456.459610 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031456.491677 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031456.527641 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031456.559608 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031456.591651 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031456.627612 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031456.659665 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031456.691612 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031456.727693 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031456.759615 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031456.791649 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031456.827603 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031456.859634 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031456.891672 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031456.927690 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031456.959667 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031456.991709 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031457.027648 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031457.059621 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031457.091655 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031457.127632 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031457.159693 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031457.191735 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031457.227543 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031457.259691 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031457.291656 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031457.327548 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031457.359712 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031457.391684 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031457.427641 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031457.459614 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031457.491705 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031457.527638 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031457.559685 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031457.591678 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031457.627526 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031457.659632 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031457.691570 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031457.727669 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031457.759556 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031457.791567 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031457.827699 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031457.859623 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031457.891593 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031457.927633 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031457.959632 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031457.991644 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031458.027845 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031458.059689 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031458.091690 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031458.127605 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031458.159638 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031458.191646 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031458.227611 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031458.259934 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031458.291664 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031458.327628 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031458.359590 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031458.391626 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031458.427598 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031458.459637 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031458.491696 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031458.527737 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031458.559628 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031458.591641 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031458.627659 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031458.659623 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031458.691674 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031458.727650 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031458.759945 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031458.791632 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031458.827564 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031458.859887 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031458.891665 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031458.927621 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031458.959617 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031458.991647 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031459.027665 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031459.059631 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031459.091650 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031459.127618 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031459.159639 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031459.191674 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031459.227607 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031459.259760 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031459.291690 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031459.327632 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031459.359651 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031459.391667 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031459.427646 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031459.459679 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031459.491555 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031459.527594 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031459.559647 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031459.591695 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031459.627608 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031459.659641 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031459.691604 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031459.727551 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031459.759635 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031459.791650 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031459.827664 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031459.859660 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031459.891596 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031459.927607 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031459.959650 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031459.991725 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031460.027565 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031460.059659 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031460.091717 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031460.127690 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031460.159678 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031460.191559 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031460.227761 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031460.259667 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031460.291689 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031460.327512 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031460.359630 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031460.391611 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031460.427477 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031460.459620 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031460.491504 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031460.527570 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031460.559647 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031460.591855 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031460.627625 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031460.659764 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031460.691671 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031460.727675 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031460.759667 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031460.791660 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031460.827660 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031460.859714 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031460.891774 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031460.927562 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031460.959649 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031460.991668 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031461.027620 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031461.059662 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031461.091728 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031461.127586 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031461.159720 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031461.192013 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031461.227607 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031461.259642 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031461.291656 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031461.327751 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031461.359709 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031461.391708 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031461.427624 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031461.459781 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031461.491677 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031461.527705 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031461.559677 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031461.591690 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031461.627541 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031461.659622 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031461.691563 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031461.727602 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031461.759684 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031461.791612 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031461.827615 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031461.859767 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031461.891723 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031461.927758 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031461.959703 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031461.991590 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031462.027675 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031462.059837 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031462.091777 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031462.127739 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031462.159646 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031462.191641 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031462.227633 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031462.259765 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031462.291629 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031462.327540 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031462.359732 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031462.391695 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031462.427635 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031462.459897 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031462.492008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031462.527670 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031462.559862 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031462.591862 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031462.627851 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031462.659660 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031462.692548 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031462.727652 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031462.759782 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031462.791943 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031462.827816 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031462.859782 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031462.891847 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031462.927607 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031462.959676 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031462.995550 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031463.027667 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031463.059810 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031463.095809 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031463.127550 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031463.159787 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031463.195657 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031463.227784 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031463.260034 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031463.295737 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031463.327739 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031463.359750 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031463.395630 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031463.427716 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031463.459756 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031463.495629 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031463.527670 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031463.559751 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031463.595600 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031463.627588 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031463.659766 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031463.695640 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031463.727588 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031463.759674 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031463.795647 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031463.827761 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031463.859910 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031463.895648 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031463.927664 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031463.959680 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031463.995821 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031464.027703 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031464.059652 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031464.095634 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1305031464.127681 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
